id_modulo,id_franja,fecha,tipo_solucion,fuente_ils,vol_aplicado_m3,tasa_riego_lhm2,cu_entrada_gpl,acid_entrada_gpl,fe_total_entrada_gpl,fe2_entrada_gpl,cl_entrada_gpl,sio2_entrada_gpl,mn_entrada_gpl
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-15,ils,PAD-01-C02-F05,2190.7,9.13,3.5,4.26,3.594,1.891,0.367,0.236,0.204
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-16,refino,,2503.1,10.43,0.397,11.6,0.842,0.318,0.128,0.171,0.089
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-16,refino,,2305.6,9.61,0.386,10.65,0.812,0.298,0.115,0.153,0.078
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-16,refino,,2456.6,10.24,0.398,11.11,0.925,0.372,0.112,0.172,0.076
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-16,refino,,2157.2,8.99,0.383,11.31,0.866,0.303,0.123,0.173,0.089
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-16,refino,,2243.0,9.35,0.402,10.99,0.938,0.321,0.13,0.156,0.083
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-16,refino,,2496.2,10.4,0.394,11.18,0.899,0.336,0.109,0.16,0.086
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-16,refino,,2165.7,9.02,0.376,10.82,0.875,0.308,0.113,0.159,0.089
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-16,refino,,2235.0,9.31,0.377,11.12,0.843,0.343,0.127,0.158,0.077
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-16,ils,PAD-01-C02-F05,2206.2,9.19,2.958,6.28,1.988,0.969,0.875,0.232,0.086
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-16,ils,PAD-01-C02-F05,2367.9,9.87,2.409,6.28,3.925,1.555,0.753,0.354,0.223
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-17,refino,,2302.9,9.6,0.398,10.67,0.869,0.301,0.11,0.159,0.081
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-17,refino,,2488.1,10.37,0.386,11.39,0.896,0.363,0.114,0.17,0.079
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-17,refino,,2507.5,10.45,0.401,11.47,0.837,0.289,0.128,0.164,0.083
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-17,refino,,2297.2,9.57,0.371,11.28,0.872,0.354,0.124,0.176,0.078
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-17,refino,,2423.4,10.1,0.399,11.24,0.888,0.307,0.116,0.165,0.083
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-17,refino,,2507.9,10.45,0.397,11.16,0.888,0.34,0.124,0.167,0.084
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-17,refino,,2162.2,9.01,0.404,10.58,0.784,0.317,0.12,0.171,0.082
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-17,refino,,2305.8,9.61,0.394,11.13,0.938,0.362,0.121,0.172,0.085
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-17,ils,PAD-01-C02-F05,2244.4,9.35,1.301,5.75,3.086,1.835,0.971,0.348,0.101
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-17,ils,PAD-01-C02-F05,2434.9,10.15,2.307,7.69,2.414,1.07,0.773,0.245,0.195
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-18,refino,,2227.7,9.28,0.383,10.86,0.858,0.344,0.111,0.154,0.09
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-18,refino,,2368.5,9.87,0.405,10.75,0.913,0.362,0.131,0.15,0.084
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-18,refino,,2292.8,9.55,0.391,10.65,0.864,0.291,0.115,0.171,0.083
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-18,refino,,2502.4,10.43,0.369,11.34,0.792,0.274,0.127,0.146,0.082
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-18,refino,,2542.1,10.59,0.373,11.61,0.815,0.289,0.123,0.145,0.087
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-18,refino,,2526.8,10.53,0.381,11.23,0.844,0.326,0.121,0.161,0.076
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-18,refino,,2413.7,10.06,0.387,10.92,0.865,0.311,0.114,0.149,0.079
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-18,refino,,2164.9,9.02,0.368,11.38,0.798,0.29,0.123,0.168,0.077
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-18,ils,PAD-01-C02-F05,2516.5,10.49,1.224,6.57,3.556,1.555,1.2,0.382,0.135
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-18,ils,PAD-01-C02-F05,2139.9,8.92,3.063,8.35,3.077,1.228,0.809,0.101,0.154
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-19,refino,,2400.2,10.0,0.38,11.06,0.895,0.317,0.116,0.15,0.085
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-19,refino,,2499.7,10.42,0.403,11.61,0.917,0.339,0.127,0.153,0.084
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-19,refino,,2533.8,10.56,0.39,11.24,0.889,0.351,0.11,0.157,0.091
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-19,refino,,2555.6,10.65,0.389,10.89,0.929,0.372,0.115,0.169,0.091
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-19,refino,,2306.4,9.61,0.37,11.49,0.898,0.351,0.124,0.158,0.092
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-19,refino,,2395.4,9.98,0.387,11.18,0.914,0.347,0.11,0.154,0.084
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-19,refino,,2181.5,9.09,0.4,11.42,0.913,0.337,0.115,0.172,0.081
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-19,refino,,2365.5,9.86,0.378,11.65,0.904,0.367,0.131,0.152,0.088
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-19,ils,PAD-01-C02-F05,2322.1,9.68,2.575,6.33,1.643,0.828,0.739,0.153,0.214
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-19,ils,PAD-01-C02-F05,2178.8,9.08,3.191,4.11,2.552,1.028,1.095,0.397,0.116
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-20,refino,,2327.6,9.7,0.382,10.88,0.931,0.323,0.108,0.148,0.083
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-20,refino,,2366.2,9.86,0.394,11.18,0.892,0.306,0.118,0.168,0.081
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-20,refino,,2224.7,9.27,0.378,10.98,0.782,0.314,0.113,0.173,0.076
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-20,refino,,2234.8,9.31,0.388,10.72,0.953,0.359,0.127,0.154,0.079
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-20,refino,,2500.6,10.42,0.376,10.99,0.91,0.32,0.124,0.176,0.084
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-20,refino,,2230.7,9.29,0.403,11.58,0.89,0.347,0.126,0.159,0.08
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-20,refino,,2135.5,8.9,0.369,10.62,0.823,0.282,0.109,0.164,0.081
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-20,refino,,2571.6,10.72,0.393,11.61,0.793,0.281,0.127,0.165,0.081
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-20,ils,PAD-01-C02-F05,2497.4,10.41,2.251,8.58,2.868,1.366,0.579,0.132,0.053
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-20,ils,PAD-01-C02-F05,2239.3,9.33,3.126,5.69,3.584,2.141,0.688,0.274,0.263
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-21,refino,,2289.2,9.54,0.388,10.79,0.787,0.263,0.114,0.155,0.083
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-21,refino,,2501.0,10.42,0.383,10.65,0.838,0.299,0.122,0.166,0.075
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-21,refino,,2356.7,9.82,0.377,11.41,0.84,0.338,0.117,0.156,0.078
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-21,refino,,2186.0,9.11,0.393,11.2,0.877,0.302,0.11,0.159,0.091
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-21,refino,,2300.9,9.59,0.402,11.64,0.801,0.323,0.125,0.148,0.088
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-21,refino,,2335.0,9.73,0.373,10.83,0.904,0.324,0.131,0.171,0.085
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-21,refino,,2396.9,9.99,0.403,10.92,0.922,0.339,0.129,0.147,0.087
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-21,refino,,2482.4,10.34,0.391,10.89,0.807,0.314,0.111,0.172,0.084
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-21,ils,PAD-01-C02-F05,2283.0,9.51,1.592,4.08,3.763,1.811,0.931,0.489,0.105
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-21,ils,PAD-01-C02-F05,2133.6,8.89,2.212,6.11,1.659,0.733,0.787,0.147,0.224
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-22,refino,,2352.5,9.8,0.388,11.09,0.851,0.306,0.114,0.153,0.086
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-22,refino,,2432.8,10.14,0.377,10.71,0.916,0.311,0.121,0.161,0.087
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-22,refino,,2476.6,10.32,0.403,10.87,0.788,0.297,0.117,0.159,0.089
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-22,refino,,2273.1,9.47,0.388,10.71,0.919,0.341,0.116,0.159,0.079
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-22,refino,,2367.3,9.86,0.376,10.96,0.797,0.284,0.117,0.17,0.086
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-22,refino,,2159.5,9.0,0.39,11.05,0.854,0.292,0.122,0.151,0.08
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-22,refino,,2487.5,10.36,0.369,11.43,0.849,0.302,0.12,0.153,0.09
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-22,refino,,2125.2,8.86,0.393,11.46,0.819,0.321,0.119,0.177,0.082
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-22,ils,PAD-01-C02-F05,2254.9,9.4,3.232,7.3,3.43,1.457,0.743,0.493,0.185
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-22,ils,PAD-01-C02-F05,2453.5,10.22,3.449,7.63,3.287,1.1,0.491,0.413,0.296
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-23,refino,,2263.6,9.43,0.383,10.74,0.893,0.308,0.129,0.154,0.08
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-23,refino,,2196.4,9.15,0.371,10.84,0.955,0.321,0.12,0.156,0.088
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-23,refino,,2392.0,9.97,0.368,10.65,0.896,0.346,0.123,0.166,0.089
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-23,refino,,2283.2,9.51,0.379,11.47,0.839,0.341,0.125,0.168,0.091
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-23,refino,,2462.8,10.26,0.369,11.07,0.847,0.31,0.115,0.152,0.084
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-23,refino,,2451.7,10.22,0.374,10.87,0.897,0.345,0.11,0.147,0.084
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-23,refino,,2495.6,10.4,0.376,11.67,0.955,0.362,0.131,0.158,0.084
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-23,refino,,2433.2,10.14,0.37,11.42,0.944,0.356,0.113,0.149,0.079
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-23,ils,PAD-01-C02-F05,2198.5,9.16,3.15,4.68,3.925,2.095,0.959,0.347,0.061
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-23,ils,PAD-01-C02-F05,2440.4,10.17,1.956,4.62,3.58,1.432,0.842,0.163,0.082
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-24,refino,,2284.9,9.52,0.388,11.28,0.835,0.299,0.127,0.151,0.086
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-24,refino,,2566.4,10.69,0.397,10.86,0.787,0.28,0.108,0.164,0.083
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-24,refino,,2385.4,9.94,0.398,10.82,0.846,0.312,0.126,0.16,0.079
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-24,refino,,2523.2,10.51,0.37,11.27,0.835,0.309,0.131,0.164,0.087
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-24,refino,,2409.0,10.04,0.395,11.05,0.784,0.314,0.121,0.174,0.088
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-24,refino,,2456.5,10.24,0.392,11.63,0.919,0.337,0.114,0.158,0.078
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-24,refino,,2215.7,9.23,0.373,10.62,0.85,0.332,0.11,0.166,0.092
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-24,refino,,2316.7,9.65,0.378,11.25,0.9,0.321,0.118,0.175,0.084
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-24,ils,PAD-01-C02-F05,2565.8,10.69,2.272,4.82,3.497,1.95,0.327,0.193,0.163
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-24,ils,PAD-01-C02-F05,2534.7,10.56,3.211,7.27,3.409,1.171,0.811,0.413,0.109
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-25,refino,,2492.0,10.38,0.388,11.53,0.878,0.314,0.117,0.176,0.083
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-25,refino,,2342.0,9.76,0.396,11.47,0.941,0.363,0.115,0.15,0.083
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-25,refino,,2148.4,8.95,0.402,11.65,0.872,0.294,0.115,0.157,0.082
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-25,refino,,2433.1,10.14,0.405,10.59,0.949,0.382,0.128,0.159,0.082
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-25,refino,,2328.5,9.7,0.392,10.85,0.851,0.345,0.11,0.151,0.076
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-25,refino,,2381.7,9.92,0.387,10.63,0.862,0.301,0.123,0.171,0.077
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-25,refino,,2457.3,10.24,0.384,11.13,0.86,0.333,0.125,0.164,0.079
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-25,refino,,2282.0,9.51,0.399,10.91,0.941,0.335,0.121,0.165,0.078
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-25,ils,PAD-01-C02-F05,2334.6,9.73,1.653,5.2,2.719,1.059,0.834,0.384,0.232
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-25,ils,PAD-01-C02-F05,2202.0,9.18,1.841,8.85,3.789,2.183,0.848,0.324,0.183
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-26,refino,,2150.3,8.96,0.392,11.25,0.783,0.281,0.126,0.173,0.08
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-26,refino,,2313.0,9.64,0.397,11.22,0.843,0.343,0.12,0.165,0.084
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-26,refino,,2164.4,9.02,0.388,10.87,0.786,0.272,0.13,0.171,0.076
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-26,refino,,2389.3,9.96,0.39,11.08,0.806,0.326,0.12,0.169,0.09
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-26,refino,,2554.6,10.64,0.371,10.99,0.873,0.329,0.13,0.16,0.088
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-26,refino,,2314.6,9.64,0.382,10.85,0.834,0.319,0.109,0.155,0.087
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-26,refino,,2146.2,8.94,0.388,11.07,0.793,0.27,0.122,0.162,0.087
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-26,refino,,2396.2,9.98,0.386,11.04,0.837,0.282,0.11,0.164,0.085
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-26,ils,PAD-01-C02-F05,2125.4,8.86,2.087,8.75,1.97,1.045,0.757,0.411,0.118
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-26,ils,PAD-01-C02-F05,2564.6,10.69,1.9,7.13,3.209,1.599,0.777,0.371,0.22
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-27,refino,,2305.6,9.61,0.382,11.62,0.885,0.307,0.126,0.167,0.086
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-27,refino,,2227.8,9.28,0.391,11.47,0.811,0.304,0.113,0.163,0.086
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-27,refino,,2483.4,10.35,0.386,11.6,0.94,0.371,0.121,0.151,0.086
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-27,refino,,2434.4,10.14,0.386,11.64,0.798,0.318,0.13,0.165,0.09
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-27,refino,,2203.5,9.18,0.381,10.76,0.836,0.29,0.112,0.146,0.088
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-27,refino,,2245.6,9.36,0.391,11.33,0.898,0.363,0.125,0.165,0.078
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-27,refino,,2114.2,8.81,0.395,11.53,0.885,0.361,0.129,0.175,0.088
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-27,refino,,2554.9,10.65,0.39,11.08,0.789,0.318,0.117,0.148,0.087
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-27,ils,PAD-01-C02-F05,2260.0,9.42,2.36,8.98,3.137,0.965,0.35,0.332,0.063
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-27,ils,PAD-01-C02-F05,2107.2,8.78,1.803,4.28,3.642,1.5,0.732,0.404,0.133
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-28,refino,,2226.3,9.28,0.401,11.2,0.813,0.289,0.122,0.175,0.082
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-28,refino,,2132.2,8.88,0.394,11.18,0.912,0.339,0.117,0.159,0.089
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-28,refino,,2286.6,9.53,0.385,10.84,0.784,0.275,0.127,0.174,0.088
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-28,refino,,2308.8,9.62,0.393,10.7,0.797,0.278,0.122,0.158,0.078
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-28,refino,,2359.5,9.83,0.402,11.17,0.871,0.314,0.108,0.153,0.081
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-28,refino,,2316.8,9.65,0.403,10.9,0.836,0.3,0.113,0.159,0.088
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-28,refino,,2448.0,10.2,0.367,11.42,0.85,0.285,0.132,0.173,0.081
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-28,refino,,2423.2,10.1,0.392,11.66,0.813,0.285,0.124,0.147,0.089
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-28,ils,PAD-01-C02-F05,2204.4,9.19,2.918,4.77,3.351,1.086,0.394,0.119,0.215
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-28,ils,PAD-01-C02-F05,2181.7,9.09,1.909,8.44,2.293,0.801,0.903,0.164,0.232
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-29,refino,,2474.1,10.31,0.376,11.64,0.905,0.344,0.124,0.145,0.081
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-29,refino,,2509.6,10.46,0.403,10.77,0.937,0.34,0.125,0.173,0.079
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-29,refino,,2167.9,9.03,0.385,11.25,0.88,0.339,0.13,0.149,0.092
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-29,refino,,2179.5,9.08,0.403,11.4,0.922,0.369,0.111,0.166,0.081
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-29,refino,,2282.1,9.51,0.387,11.23,0.903,0.343,0.113,0.157,0.09
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-29,refino,,2438.2,10.16,0.385,10.83,0.926,0.327,0.13,0.159,0.086
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-29,refino,,2208.4,9.2,0.373,10.82,0.878,0.339,0.119,0.17,0.078
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-29,refino,,2542.5,10.59,0.39,10.93,0.877,0.322,0.127,0.154,0.086
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-29,ils,PAD-01-C02-F05,2445.8,10.19,3.431,4.45,3.054,1.249,0.654,0.27,0.134
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-29,ils,PAD-01-C02-F05,2351.7,9.8,1.61,8.25,3.589,1.177,0.368,0.267,0.217
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-30,refino,,2371.2,9.88,0.37,11.44,0.899,0.348,0.115,0.163,0.08
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-30,refino,,2306.0,9.61,0.371,10.78,0.796,0.303,0.127,0.176,0.087
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-30,refino,,2505.9,10.44,0.381,11.45,0.821,0.308,0.117,0.167,0.085
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-30,refino,,2468.0,10.28,0.376,11.55,0.836,0.284,0.117,0.146,0.086
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-30,refino,,2192.4,9.14,0.396,11.57,0.884,0.339,0.118,0.148,0.083
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-30,refino,,2296.1,9.57,0.382,11.26,0.87,0.35,0.126,0.168,0.091
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-30,refino,,2328.5,9.7,0.403,11.02,0.832,0.327,0.127,0.158,0.086
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-30,refino,,2509.6,10.46,0.368,11.41,0.842,0.34,0.111,0.166,0.088
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-30,ils,PAD-01-C02-F05,2172.1,9.05,3.188,6.02,1.577,0.784,0.304,0.475,0.178
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-30,ils,PAD-01-C02-F05,2514.7,10.48,2.669,8.69,2.854,1.135,0.372,0.201,0.276
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-31,refino,,2473.9,10.31,0.394,11.57,0.949,0.357,0.126,0.177,0.09
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-31,refino,,2376.3,9.9,0.373,10.97,0.934,0.318,0.129,0.165,0.089
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-31,refino,,2292.4,9.55,0.379,11.64,0.884,0.341,0.13,0.16,0.077
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-31,refino,,2220.4,9.25,0.391,11.41,0.869,0.332,0.124,0.146,0.083
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-31,refino,,2514.4,10.48,0.369,11.31,0.877,0.34,0.129,0.174,0.089
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-31,refino,,2306.6,9.61,0.374,11.36,0.912,0.315,0.126,0.169,0.084
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-31,refino,,2504.7,10.44,0.402,10.76,0.812,0.277,0.13,0.15,0.084
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-31,refino,,2147.7,8.95,0.39,11.03,0.822,0.317,0.119,0.161,0.092
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-31,ils,PAD-01-C02-F05,2251.5,9.38,3.482,8.19,1.902,0.771,0.583,0.392,0.116
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-31,ils,PAD-01-C02-F05,2235.0,9.31,2.84,7.88,3.337,1.498,0.969,0.336,0.264
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-11-01,refino,,2366.2,9.86,0.401,10.7,0.889,0.33,0.122,0.171,0.09
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-11-01,refino,,2104.4,8.77,0.4,11.65,0.915,0.319,0.115,0.148,0.092
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-11-01,refino,,2298.1,9.58,0.402,11.42,0.843,0.298,0.119,0.156,0.085
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-11-01,refino,,2118.1,8.83,0.391,11.55,0.821,0.295,0.13,0.167,0.076
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-11-01,refino,,2296.3,9.57,0.372,10.82,0.915,0.312,0.116,0.15,0.088
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-11-01,refino,,2285.9,9.52,0.386,10.71,0.939,0.375,0.127,0.172,0.092
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-11-01,refino,,2356.4,9.82,0.401,11.54,0.865,0.301,0.122,0.17,0.087
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-11-01,refino,,2439.6,10.17,0.374,10.68,0.835,0.313,0.113,0.151,0.092
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-11-01,ils,PAD-01-C02-F05,2457.6,10.24,1.9,4.61,1.876,0.786,0.49,0.11,0.252
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-11-01,ils,PAD-01-C02-F05,2226.1,9.28,3.152,8.7,2.71,1.018,0.877,0.48,0.238
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-11-02,refino,,2341.5,9.76,0.374,11.27,0.857,0.313,0.119,0.149,0.08
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-11-02,refino,,2313.7,9.64,0.397,11.54,0.829,0.287,0.117,0.157,0.083
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-11-02,refino,,2390.5,9.96,0.384,10.84,0.796,0.314,0.126,0.172,0.079
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-11-02,refino,,2501.8,10.42,0.402,11.5,0.788,0.284,0.131,0.162,0.088
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-11-02,refino,,2248.8,9.37,0.384,10.99,0.92,0.318,0.119,0.174,0.09
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-11-02,refino,,2485.2,10.36,0.371,11.21,0.837,0.341,0.122,0.174,0.078
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-11-02,refino,,2491.0,10.38,0.383,11.1,0.924,0.323,0.112,0.147,0.084
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-11-02,refino,,2430.9,10.13,0.403,11.42,0.889,0.331,0.119,0.159,0.089
